atoll,isl_type,island,2014Male,2014Female,2015Male,2015Female,2016Male,2016Female,2017Male,2017Female,2018Male,2018Female,2019Male,2019Female,2020Male,2020Female,2021Male,2021Female,2022Male,2022Female,2023Male,2023Female,2024Male,2024Female,2025Male,2025Female,2026Male,2026Female,2027Male,2027Female,2028Male,2028Female,2029Male,2029Female,2030Male,2030Female,2031Male,2031Female,2032Male,2032Female,2033Male,2033Female,2034Male,2034Female,2035Male,2035Female,2036Male,2036Female,2037Male,2037Female,2038Male,2038Female,2039Male,2039Female,2040Male,2040Female,2041Male,2041Female,2042Male,2042Female,2043Male,2043Female,2044Male,2044Female,2045Male,2045Female,2046Male,2046Female,2047Male,2047Female,2048Male,2048Female,2049Male,2049Female,2050Male,2050Female,2051Male,2051Female,2052Male,2052Female,2053Male,2053Female,2054Male,2054Female
AA,admin,Rasdhoo,477.9676545,465.3517358,482.9182049,471.7395428,488.9866215,477.1691787,494.7356478,482.7585097,500.0055885,487.2299746,504.3173582,491.5417443,508.9485182,496.0132091,513.4199831,499.3668078,517.2526672,503.0397968,520.9256562,506.0740051,524.43895,509.1082134,527.153768,511.503641,530.0282811,514.0587638,532.9027942,516.134801,534.8191363,518.2108383,537.8533446,519.9674852,539.9293819,522.2032176,542.0054191,524.1195597,544.8799323,526.0359018,547.435055,527.9522439,549.8304826,529.8685859,551.7468247,531.1461473,554.1422523,532.5834039,555.7392041,534.0206605,557.6555461,535.1385267,558.6137172,536.2563929,559.2524979,536.4160881,560.3703641,536.5757832,560.0509738,536.0966977,560.0509738,535.457917,559.4121931,534.499746,558.7734124,533.2221846,557.0167655,531.6252329,556.0585944,529.5491956,553.822862,526.6746825,551.4274344,523.480779,548.3932261,519.9674852,544.7202371,515.8154107,541.0472481,510.8648603,537.0548688,506.2337003,532.2640135,500.484674
AA,admin,Ukulhas,466.8167655,454.4951736,471.6518205,460.7339543,477.5786622,466.0369179,483.1935648,471.495851,488.3405588,475.8629975,492.5517358,480.0741744,497.0748518,484.4413209,501.4419983,487.7166808,505.1852667,491.3039797,508.7725656,494.2674005,512.203895,497.2308213,514.8553768,499.5703641,517.6628281,502.0658764,520.4702794,504.0934801,522.3419136,506.1210838,525.3053345,507.8367485,527.3329382,510.0203218,529.3605419,511.891956,532.1679932,513.7635902,534.6635055,515.6352244,537.0030483,517.5068586,538.8746825,518.7546147,541.2142252,520.1583404,542.7739204,521.562066,544.6455546,522.6538527,545.5813717,523.7456393,546.2052498,523.9016088,547.2970364,524.0575783,546.9850974,523.5896698,546.9850974,522.9657917,546.3612193,522.0299746,545.7373412,520.7822185,544.0216765,519.2225233,543.0858594,517.1949196,540.9022862,514.3874682,538.5627434,511.2680779,535.5993226,507.8367485,532.0120237,503.7815411,528.4247248,498.946486,524.5254869,494.42337,519.8464014,488.8084674
AA,admin,Mathiveri,315.7729043,307.4381033,319.0435224,311.6582557,323.0526672,315.2453853,326.8508044,318.9380186,330.3324301,321.8921253,333.181033,324.7407282,336.2406435,327.6948349,339.1947502,329.9104149,341.7268417,332.3370025,344.1534293,334.3415749,346.4745131,336.3461473,348.2680779,337.9287045,350.1671465,339.6167655,352.0662151,340.988315,353.3322608,342.3598645,355.3368332,343.5204064,356.7083827,344.9974598,358.0799323,346.2635055,359.9790008,347.5295512,361.6670618,348.795597,363.249619,350.0616427,364.5156647,350.9056732,366.0982218,351.8552075,367.1532599,352.8047417,368.4193057,353.5432684,369.0523285,354.2817951,369.4743438,354.3872989,370.2128704,354.4928027,370.0018628,354.1762913,370.0018628,353.754276,369.5798476,353.1212532,369.1578323,352.2772227,367.9972904,351.2221846,367.3642676,349.8506351,365.8872142,347.9515665,364.3046571,345.8414903,362.3000847,343.5204064,359.873497,340.7773074,357.4469094,337.5066892,354.8093141,334.4470787,351.6441998,330.6489416
AA,admin,Bodufolhudhoo,296.0054191,288.1923793,299.0712955,292.1483489,302.8294666,295.5109229,306.3898391,298.9723963,309.653514,301.7415749,312.3237934,304.4118544,315.1918713,307.181033,317.96105,309.257917,320.3346317,311.5325995,322.6093141,313.411685,324.7850974,315.2907705,326.4663844,316.7742591,328.2465707,318.3566469,330.026757,319.642337,331.2135478,320.9280271,333.0926334,322.0159187,334.3783235,323.400508,335.6640135,324.5872989,337.4441998,325.7740898,339.0265876,326.9608806,340.5100762,328.1476715,341.6968671,328.9388654,343.1803556,329.8289585,344.169348,330.7190517,345.3561389,331.4113463,345.9495343,332.103641,346.3451312,332.2025402,347.0374259,332.3014395,346.8396274,332.0047417,346.8396274,331.6091448,346.4440305,331.0157494,346.0484335,330.2245555,344.9605419,329.2355631,344.3671465,327.949873,342.9825572,326.1696867,341.4990686,324.1917019,339.6199831,322.0159187,337.3453006,319.4445385,335.0706181,316.3786622,332.5981372,313.5105843,329.63116,309.9502117
AA,admin,Feridhoo,209.3325995,203.807282,211.5007621,206.6049111,214.1585097,208.9828959,216.676376,211.4308213,218.98442,213.3891617,220.8728196,215.2775614,222.9011008,217.2359018,224.8594412,218.7046571,226.5380186,220.3132938,228.1466554,221.6421677,229.6853514,222.9710415,230.8743438,224.0201524,232.1332769,225.1392041,233.39221,226.0484335,234.2314987,226.957663,235.5603726,227.727011,236.469602,228.7061812,237.3788315,229.5454699,238.6377646,230.3847587,239.7568163,231.2240474,240.8059272,232.0633362,241.6452159,232.622862,242.6943268,233.2523285,243.3937341,233.8817951,244.2330229,234.3713802,244.6526672,234.8609653,244.9324301,234.930906,245.4220152,235.0008467,245.2821338,234.7910246,245.2821338,234.5112616,245.0023709,234.0916173,244.722608,233.5320914,243.9532599,232.8326842,243.5336156,231.9234547,242.5544454,230.6645216,241.5053345,229.265707,240.1764606,227.727011,238.5678239,225.9085521,236.9591871,223.7403895,235.2106689,221.7121084,233.1124471,219.1942422
AA,admin,Maalhos,206.7983065,201.3398815,208.9402202,204.103641,211.5657917,206.4528366,214.0531753,208.8711262,216.3332769,210.8057578,218.1988146,212.6712955,220.2025402,214.6059272,222.1371719,216.0569009,223.7954276,217.6460627,225.3845893,218.9588484,226.9046571,220.2716342,228.0792549,221.308044,229.3229467,222.4135478,230.5666384,223.3117697,231.3957663,224.2099915,232.7085521,224.9700254,233.6067739,225.9373412,234.5049958,226.7664691,235.7486876,227.595597,236.8541914,228.4247248,237.8906012,229.2538527,238.719729,229.8066046,239.7561389,230.4284505,240.4470787,231.0502964,241.2762066,231.5339543,241.6907705,232.0176122,241.9671465,232.0867062,242.4508044,232.1558002,242.3126164,231.9485182,242.3126164,231.6721423,242.0362405,231.2575783,241.7598645,230.7048264,240.9998307,230.0138865,240.5852667,229.1156647,239.6179509,227.8719729,238.5815411,226.4900931,237.2687553,224.9700254,235.6795936,223.1735817,234.0904318,221.0316681,232.3630821,219.0279424,230.2902625,216.5405588
AA,admin,Himandhoo,337.5678239,328.6577477,341.0641829,333.1691787,345.3500423,337.003895,349.4103302,340.9513971,353.1322608,344.1093988,356.1774767,347.1546147,359.4482642,350.3126164,362.6062659,352.6811177,365.3131245,355.2751905,367.9071973,357.4181202,370.3884843,359.56105,372.3058425,361.2528366,374.3359865,363.057409,376.3661304,364.523624,377.7195597,365.9898391,379.8624894,367.2304826,381.3287045,368.8094835,382.7949196,370.1629128,384.8250635,371.5163421,386.6296359,372.8697714,388.3214225,374.2232007,389.6748518,375.1254869,391.3666384,376.1405588,392.4944962,377.1556308,393.8479255,377.9451312,394.5246401,378.7346317,394.9757832,378.8474174,395.7652837,378.9602032,395.5397121,378.6218459,395.5397121,378.1707028,395.088569,377.4939881,394.6374259,376.5917019,393.3967824,375.4638442,392.7200677,373.9976291,391.1410669,371.9674852,389.4492803,369.7117697,387.3063506,367.2304826,384.7122777,364.2980525,382.1182049,360.8016935,379.2985605,357.530906,375.9149873,353.4706181
AA,nadmin,Non-administrative islands,926,7,950.3917183,7.184386639,975.4259376,7.373630198,1001.119582,7.567858611,1027.490021,7.767203184,1054.555083,7.971798683,1082.333064,8.181783422,1110.842744,8.397299357,1140.103395,8.618492187,1170.1348,8.845511445,1200.95726,9.078510607,1232.591614,9.317647187,1265.059246,9.563082851,1298.382106,9.814983524,1332.582722,10.0735195,1367.684215,10.33886556,1403.710315,10.61120108,1440.685376,10.89071018,1478.634395,11.17758182,1517.583027,11.47200993,1557.557604,11.77419355,1598.585148,12.08433697,1640.693397,12.40264987,1683.910817,12.72934743,1728.266626,13.06465052,1773.790808,13.4087858,1820.51414,13.76198594,1868.468209,14.1244897,1917.685434,14.49654216,1968.199087,14.87839483,2020.043318,15.27030586,2073.253175,15.6725402,2127.86463,16.08536977,2183.914602,16.50907367,2241.440984,16.94393833,2300.482666,17.39025773,2361.079561,17.84833362,2423.272636,18.31847565,2487.103936,18.80100168,2552.616613,19.29623789,2619.854955,19.8045191
ADh,admin,Hangnameedhoo,238.6151013,241.679558,243.4475138,246.2762431,248.2209945,250.6961326,252.5230203,254.8802947,256.6482505,258.5930018,260.4198895,262.0699816,263.8968692,265.3701657,267.0202578,268.3167587,269.8489871,270.9097606,272.5598527,273.267035,274.7992634,275.5064457,276.9797422,277.5690608,279.0423573,279.3370166,280.9281768,280.9281768,282.8139963,282.8139963,284.4051565,284.228361,286.1731123,285.7605893,287.5285451,287.2928177,289.1786372,288.5893186,290.7108656,290.0626151,292.4788214,291.3001842,294.0110497,292.8324125,295.8379374,294.5414365,297.6058932,295.8968692,299.0202578,297.3701657,300.7292818,298.7845304,302.4383057,300.0810313,303.7937385,301.2596685,305.267035,302.2025783,306.3867403,303.0865562,307.5064457,303.7937385,308.3314917,304.3241252,309.038674,304.7366483,309.6279926,304.7955801,309.9226519,304.854512,310.0405157,304.3830571,309.8047882,303.9116022,309.5690608,303.145488,308.8029466,302.0257827,308.0957643,300.8471455,307.2117864,299.3149171
ADh,admin,Omadhoo,417.5764273,422.9392265,426.0331492,430.9834254,434.3867403,438.718232,441.9152855,446.0405157,449.1344383,452.5377532,455.7348066,458.6224678,461.8195212,464.3977901,467.2854512,469.5543278,472.2357274,474.092081,476.9797422,478.2173112,480.8987109,482.1362799,484.7145488,485.7458564,488.3241252,488.839779,491.6243094,491.6243094,494.9244936,494.9244936,497.7090239,497.3996317,500.8029466,500.0810313,503.174954,502.7624309,506.0626151,505.0313076,508.7440147,507.6095764,511.8379374,509.7753223,514.519337,512.4567219,517.7163904,515.4475138,520.8103131,517.8195212,523.2854512,520.3977901,526.2762431,522.8729282,529.267035,525.1418048,531.6390424,527.2044199,534.2173112,528.854512,536.1767956,530.4014733,538.1362799,531.6390424,539.5801105,532.5672192,540.8176796,533.2891344,541.8489871,533.3922652,542.3646409,533.4953959,542.5709024,532.6703499,542.1583794,531.8453039,541.7458564,530.5046041,540.4051565,528.5451197,539.1675875,526.4825046,537.6206262,523.801105
ADh,admin,Kuburudhoo,217.2391651,220.0290976,221.638674,224.2139963,225.9845304,228.2379374,229.9011664,232.0472683,233.6568447,235.4273788,237.0906077,238.5928791,240.256108,241.5974217,243.0996931,244.2800491,245.6750153,246.6407612,248.1430325,248.7868631,250.1818293,250.8256599,252.1669736,252.7034991,254.0448128,254.3130755,255.7616943,255.7616943,257.4785758,257.4785758,258.9271946,258.766237,260.536771,260.1612032,261.7707796,261.5561694,263.273051,262.7365255,264.6680172,264.0778392,266.2775936,265.2045427,267.6725599,266.5995089,269.3357888,268.1554328,270.9453653,269.3894414,272.2330264,270.7307551,273.7889503,272.0184162,275.3448742,273.1987723,276.5788828,274.2718232,277.9201964,275.130264,278.9395948,275.9350522,279.9589932,276.5788828,280.7101289,277.0617557,281.3539595,277.4373235,281.890485,277.4909761,282.1587477,277.5446286,282.2660528,277.1154082,282.0514426,276.6861878,281.8368324,275.9887047,281.1393493,274.9693063,280.4955187,273.8962554,279.6907305,272.5012891
ADh,admin,Mahibadhoo,956.9459791,969.2357274,976.3259669,987.6703499,995.4696133,1005.395948,1012.722529,1022.176182,1029.266421,1037.065684,1044.392265,1051.009822,1058.336403,1064.244936,1070.862492,1076.062001,1082.206875,1086.461019,1093.078576,1095.914672,1102.059546,1104.895641,1110.804174,1113.167587,1119.07612,1120.257827,1126.639042,1126.639042,1134.201964,1134.201964,1140.58318,1139.874156,1147.673419,1146.01903,1153.109269,1152.163904,1159.726826,1157.363413,1165.8717,1163.271946,1172.96194,1168.235114,1179.106814,1174.379988,1186.433395,1181.233886,1193.523634,1186.669736,1199.195826,1192.578269,1206.049724,1198.25046,1212.903622,1203.449969,1218.339472,1208.176796,1224.248005,1211.958257,1228.73849,1215.503376,1233.228975,1218.339472,1236.537753,1220.466544,1239.373849,1222.120933,1241.737262,1222.357274,1242.918969,1222.593616,1243.391651,1220.702885,1242.446286,1218.812155,1241.500921,1215.739718,1238.428484,1211.249233,1235.592388,1206.522406,1232.047268,1200.377532
ADh,admin,Mandhoo,146.1517495,148.0287293,149.1116022,150.8441989,152.0353591,153.5513812,154.6703499,156.1141805,157.1970534,158.3882136,159.5071823,160.5178637,161.6368324,162.5392265,163.5499079,164.3440147,165.2825046,165.9322284,166.9429098,167.3760589,168.3145488,168.747698,169.6500921,170.0110497,170.9134438,171.0939227,172.0685083,172.0685083,173.2235727,173.2235727,174.1981584,174.0898711,175.2810313,175.028361,176.1112339,175.9668508,177.1219153,176.7609576,178.0604052,177.6633517,179.1432781,178.4213628,180.081768,179.3598527,181.2007366,180.4066298,182.2836096,181.2368324,183.1499079,182.1392265,184.1966851,183.0055249,185.2434622,183.7996317,186.0736648,184.521547,186.9760589,185.0990792,187.6618785,185.6405157,188.347698,186.0736648,188.8530387,186.3985267,189.2861878,186.6511971,189.6471455,186.6872928,189.8276243,186.7233886,189.8998158,186.4346225,189.7554328,186.1458564,189.6110497,185.6766114,189.1418048,184.9907919,188.7086556,184.2688766,188.1672192,183.3303867
ADh,admin,Dhagethi,351.4601596,355.973849,358.5779006,362.7443831,365.6088398,369.254512,371.9453653,375.417434,378.0214856,380.8859423,383.5767956,386.0072437,388.698097,390.86814,393.2985881,395.2082259,397.4650706,399.0275015,401.4579497,402.4995703,404.756415,405.7980356,407.9680786,408.8360958,411.0061387,411.4401473,413.7837937,413.7837937,416.5614487,416.5614487,418.9050952,418.64469,421.5091467,420.9015347,423.5055862,423.1583794,425.9360344,425.0680172,428.1928791,427.2380602,430.7969306,429.0608963,433.0537753,431.3177409,435.7446286,433.8349908,438.3486802,435.8314303,440.4319214,438.0014733,442.9491713,440.0847145,445.4664211,441.9943524,447.4628607,443.7303867,449.6329036,445.1192142,451.2821363,446.42124,452.9313689,447.4628607,454.146593,448.2440761,455.1882136,448.8516882,456.0562308,448.9384899,456.4902394,449.0252916,456.6638428,448.3308778,456.316636,447.6364641,455.9694291,446.5080417,454.8410068,444.8588091,453.7993861,443.1227747,452.4973603,440.86593
ADh,admin,Dhigurah,259.4939227,262.8265193,264.7491713,267.8254144,269.9403315,272.6320442,274.6187845,277.1823204,279.1049724,281.2198895,283.2066298,285.001105,286.9878453,288.5900552,290.3845304,291.7944751,293.4607735,294.6143646,296.4088398,297.1779006,298.8441989,299.6132597,301.2154696,301.8563536,303.4585635,303.7790055,305.5093923,305.5093923,307.560221,307.560221,309.2906077,309.0983425,311.2132597,310.7646409,312.6872928,312.4309392,314.481768,313.840884,316.1480663,315.4430939,318.0707182,316.7889503,319.7370166,318.4552486,321.7237569,320.3138122,323.6464088,321.7878453,325.1845304,323.3900552,327.0430939,324.9281768,328.9016575,326.3381215,330.3756906,327.6198895,331.9779006,328.6453039,333.1955801,329.6066298,334.4132597,330.3756906,335.3104972,330.9524862,336.079558,331.401105,336.720442,331.4651934,337.040884,331.5292818,337.1690608,331.0165746,336.9127072,330.5038674,336.6563536,329.6707182,335.8232044,328.4530387,335.0541436,327.1712707,334.0928177,325.5049724
ADh,admin,Fenfushi,360.9053407,365.5403315,368.2143646,372.4928177,375.4342541,379.1779006,381.9410681,385.5064457,388.1804788,391.1219153,393.8850829,396.3808471,399.1440147,401.3723757,403.86814,405.8290976,408.146593,409.7510129,412.2467772,413.3163904,415.6338858,416.7034991,418.93186,419.8232044,422.0515654,422.4972376,424.9038674,424.9038674,427.7561694,427.7561694,430.1627993,429.8953959,432.8368324,432.2128913,434.8869245,434.5303867,437.3826888,436.4913444,439.7001842,438.7197053,442.3742173,440.5915285,444.6917127,442.9090239,447.4548803,445.4939227,450.1289134,447.5440147,452.26814,449.7723757,454.8530387,451.9116022,457.4379374,453.8725599,459.4880295,455.6552486,461.7163904,457.0813996,463.4099448,458.4184162,465.1034991,459.4880295,466.3513812,460.2902394,467.4209945,460.9141805,468.3123389,461.0033149,468.758011,461.0924494,468.9362799,460.3793738,468.5797422,459.6662983,468.2232044,458.5075506,467.0644567,456.8139963,465.9948435,455.0313076,464.6578269,452.7138122
ADh,admin,Dhidhdhoo,68.10472683,68.97937385,69.4839779,70.29134438,70.84640884,71.55285451,72.0742787,72.7470841,73.25168815,73.80675261,74.3281768,74.79914058,75.32056476,75.74106814,76.21203192,76.58207489,77.0193984,77.32216083,77.79312462,77.99496624,78.43228975,78.63413137,79.05463475,79.2228361,79.64333947,79.72744015,80.18158379,80.18158379,80.71982812,80.71982812,81.17397176,81.12351136,81.67857581,81.56083487,82.06543892,81.99815838,82.5364027,82.36820135,82.97372621,82.78870473,83.47833026,83.14192756,83.91565378,83.57925107,84.43707796,84.06703499,84.94168201,84.4538981,85.34536525,84.87440147,85.83314917,85.27808471,86.32093309,85.64812769,86.70779619,85.98453039,87.12829957,86.25365255,87.44788214,86.50595457,87.7674647,86.70779619,88.00294659,86.85917741,88.20478821,86.97691835,88.37298956,86.99373849,88.45709024,87.01055862,88.49073051,86.87599754,88.42344997,86.74143646,88.35616943,86.52277471,88.13750767,86.20319214,87.93566605,85.86678944,87.68336403,85.42946593
ADh,admin,Maamigili,1032.507428,1045.767587,1053.41768,1065.657827,1074.072928,1084.783057,1092.688152,1102.888275,1110.538367,1118.953468,1126.858564,1133.998649,1141.903745,1148.278821,1155.418907,1161.028975,1167.659055,1172.24911,1179.389196,1182.449233,1189.079312,1192.139349,1198.514426,1201.064457,1207.439533,1208.714549,1215.599632,1215.599632,1223.75973,1223.75973,1230.644813,1229.879804,1238.294905,1236.509883,1244.159975,1243.139963,1251.300061,1248.750031,1257.930141,1255.125107,1265.580233,1260.480172,1272.210313,1267.110252,1280.115408,1274.505341,1287.7655,1280.370411,1293.885574,1286.745488,1301.280663,1292.865562,1308.675752,1298.475629,1314.540823,1303.575691,1320.915899,1307.65574,1325.760958,1311.480786,1330.606016,1314.540823,1334.176059,1316.83585,1337.236096,1318.620872,1339.786126,1318.875875,1341.061142,1319.130878,1341.571148,1317.090853,1340.551136,1315.050829,1339.531123,1311.735789,1336.216083,1306.890731,1333.156047,1301.790669,1329.331001,1295.160589
ADh,nadmin,Non-administrative islands,1839,55,1887.441004,56.44875217,1937.15799,57.93566584,1988.184569,59.46174623,2040.555237,61.02802502,2094.305397,62.63556108,2149.471387,64.28544117,2206.090503,65.97878066,2264.201019,67.71672433,2323.842221,69.50044707,2385.054429,71.33115477,2447.879025,73.21008504,2512.35848,75.13850812,2578.536386,77.11772769,2646.45748,79.14908178,2716.16768,81.23394366,2787.714113,83.37372279,2861.145147,85.56986572,2936.510424,87.82385715,3013.860893,90.13722084,3093.248848,92.51152073,3174.727956,94.94836193,3258.353302,97.44939184,3344.181418,100.0163013,3432.270329,102.6508255,3522.679585,105.3547456,3615.470306,108.1298895,3710.705223,110.9781334,3808.448718,113.9014027,3908.76687,116.9016736,4011.727496,119.9809746,4117.400204,123.1413873,4225.85643,126.3850482,4337.169497,129.7141503,4451.414655,133.130944,4568.669139,136.6377393,4689.012217,140.236907,4812.525246,143.9308801,4939.291726,147.722156,5069.397355,151.6132977,5202.930089,155.6069358
V,admin,Fulidhoo,177.1355403,145.8644597,176.9337914,145.4609619,176.9337914,145.6627108,176.7320425,144.8557152,175.3198001,144.2504685,174.7145534,143.4434728,173.50406,142.2329794,171.8900687,141.0224859,169.8725796,139.2067458,167.6533417,138.1980012,165.2323548,135.3735166,162.8113679,133.3560275,159.9868832,131.1367895,157.1623985,128.5140537,154.3379138,126.2948157,151.9169269,123.8738289,149.2941911,120.8475953,145.8644597,119.0318551,143.2417239,116.8126171,140.4172392,114.1898813,137.7945034,112.1723923,134.9700187,109.7514054,131.9437851,107.3304185,128.9175515,104.7076827,126.2948157,102.2866958,123.470331,99.86570893,120.2423485,97.24297314,117.4178638,94.01499063,113.9881324,91.19050593,110.7601499,87.96252342,106.9269207,84.3310431,103.2954403,80.49781387,99.0587133,76.86633354,94.82198626,73.63835103,90.38351031,69.60337289,85.54153654,65.36664585,80.69956277,61.53341661,75.6558401,57.49843848,70.81386633,54.06870706,65.56839475,51.04247345,61.33166771,48.21798876
V,admin,Thinadhoo,37.84009994,31.15990006,37.79700187,31.07370394,37.79700187,31.116802,37.75390381,30.94440974,37.45221736,30.81511555,37.32292317,30.6427233,37.06433479,30.38413492,36.71955028,30.12554653,36.28856964,29.73766396,35.81449094,29.52217364,35.29731418,28.91880075,34.78013741,28.48782011,34.17676452,28.01374141,33.57339163,27.45346658,32.97001874,26.97938788,32.45284197,26.46221112,31.89256715,25.81574016,31.15990006,25.42785759,30.59962523,24.95377889,29.99625234,24.39350406,29.43597751,23.96252342,28.83260462,23.44534666,28.18613367,22.92816989,27.53966271,22.36789507,26.97938788,21.8507183,26.37601499,21.33354154,25.68644597,20.77326671,25.08307308,20.08369769,24.350406,19.4803248,23.66083698,18.79075578,22.84197377,18.01499063,22.06620862,17.19612742,21.16114928,16.42036227,20.25608994,15.73079325,19.30793254,14.86883198,18.27357901,13.96377264,17.23922548,13.14490943,16.16177389,12.28294816,15.12742036,11.55028107,14.00687071,10.90381012,13.10181137,10.30043723
V,admin,Felidhoo,259.3966271,213.6033729,259.1011868,213.0124922,259.1011868,213.3079325,258.8057464,212.1261711,256.737664,211.2398501,255.8513429,210.0580887,254.0787008,208.2854466,251.715178,206.5128045,248.7607745,203.8538413,245.5109307,202.3766396,241.9656465,198.2404747,238.4203623,195.2860712,234.2841974,192.0362274,230.1480325,188.1955028,226.0118676,184.945659,222.4665834,181.4003748,218.6258588,176.9687695,213.6033729,174.3098064,209.7626483,171.0599625,205.6264834,167.219238,201.7857589,164.2648345,197.649594,160.7195503,193.2179888,157.1742661,188.7863835,153.3335415,184.945659,149.7882573,180.8094941,146.2429731,176.0824485,142.4022486,171.9462836,137.675203,166.9237976,133.5390381,162.196752,128.8119925,156.5833854,123.4940662,151.2654591,117.8806996,145.0612117,112.5627733,138.8569644,107.8357277,132.3572767,101.9269207,125.2667083,95.72267333,118.1761399,90.10930668,110.7901312,84.20049969,103.6995628,79.17801374,96.01811368,74.74640849,89.81386633,70.6102436
V,admin,Keyodhoo,348.2386009,286.7613991,347.8419738,285.9681449,347.8419738,286.364772,347.4453467,284.7782636,344.6689569,283.5883823,343.4790756,282.0018738,341.0993129,279.6221112,337.9262961,277.2423485,333.960025,273.6727046,329.5971268,271.689569,324.8376015,266.1367895,320.0780762,262.1705184,314.5252967,257.8076202,308.9725172,252.6514678,303.4197377,248.2885696,298.6602124,243.5290443,293.50406,237.5796377,286.7613991,234.0099938,281.6052467,229.6470956,276.0524672,224.4909432,270.8963148,220.5246721,265.3435353,215.7651468,259.3941287,211.0056215,253.444722,205.8494691,248.2885696,201.0899438,242.7357901,196.3304185,236.3897564,191.1742661,230.8369769,184.8282324,224.0943161,179.2754528,217.7482823,172.9294191,210.2123673,165.7901312,203.0730793,158.2542161,194.7439101,151.1149282,186.4147408,144.7688944,177.6889444,136.8363523,168.1698938,128.507183,158.6508432,120.971268,148.7351655,113.0387258,139.2161149,106.296065,128.9038101,100.3466583,120.5746408,94.79387883
V,admin,Rakeedhoo,55.38913179,45.61086821,55.32604622,45.48469706,55.32604622,45.54778264,55.26296065,45.29544035,54.82136165,45.10618364,54.63210493,44.85384135,54.25359151,44.47532792,53.74890693,44.09681449,53.11805122,43.52904435,52.42410993,43.21361649,51.66708307,42.33041849,50.91005621,41.69956277,50.02685821,41.00562149,49.14366021,40.18550906,48.26046221,39.49156777,47.50343535,38.73454091,46.68332292,37.78825734,45.61086821,37.2204872,44.79075578,36.52654591,43.90755778,35.70643348,43.08744535,35.07557776,42.20424735,34.31855091,41.25796377,33.56152405,40.3116802,32.74141162,39.49156777,31.98438476,38.60836977,31.2273579,37.59900062,30.40724547,36.71580262,29.39787633,35.64334791,28.51467833,34.63397876,27.50530918,33.4353529,26.36976889,32.29981262,25.17114304,30.97501562,24.03560275,29.65021861,23.0262336,28.26233604,21.76452217,26.74828232,20.43972517,25.23422861,19.24109931,23.65708932,17.97938788,22.1430356,16.90693317,20.50281074,15.96064959,19.17801374,15.07745159
V,nadmin,Non-administrative islands,68,0,69.7911845,0,71.62955049,0,73.51634079,0,75.45283093,0,77.44033007,0,79.48018181,0,81.57376518,0,83.72249553,0,85.92782547,0,88.19124589,0,90.51428696,0,92.89851913,0,95.34555423,0,97.85704656,0,100.434694,0,103.0802391,0,105.7954703,0,108.5822234,0,111.4423821,0,114.3778802,0,117.390702,0,120.4828845,0,123.6565179,0,126.9137479,0,130.2567764,0,133.6878634,0,137.2093285,0,140.8235524,0,144.5329783,0,148.3401141,0,152.2475334,0,156.2578778,0,160.3738585,0,164.598258,0,168.9339323,0,173.3838123,0,177.9509063,0,182.638302,0,187.4491681,0,192.386757,0
M,admin,Raimandhoo,54.09628055,56.90371945,54.35579171,57.11604676,54.59171095,57.30478215,54.78044633,57.37555792,54.89840595,57.42274176,54.9455898,57.44633369,54.96918172,57.44633369,54.87481403,57.32837407,54.80403826,57.18682253,54.59171095,56.92731137,54.30860786,56.57343252,53.93113709,56.24314559,53.50648247,55.81849097,53.10541977,55.27587673,52.60998937,54.82763018,52.1381509,54.30860786,51.66631243,53.78958555,51.19447396,53.22337938,50.67545165,52.65717322,50.15642933,52.09096706,49.56663124,51.45398512,49.04760893,50.93496281,48.45781084,50.27438895,47.89160468,49.66099894,47.34899044,49.07120085,46.78278427,48.41062699,46.19298618,47.67927736,45.6031881,46.97151966,44.96620616,46.26376196,44.28204038,45.48522848,43.57428268,44.65951116,42.7957492,43.76301807,41.97003188,42.81934113,41.09713071,41.82848034,40.20063762,40.76684378,39.23336876,39.63443146,38.21891605,38.38405951,37.08650372,37.15727949,35.93049947,35.765356,34.6565356,34.3498406,33.42975558,32.93432519
M,admin,Veyvah,108.679915,114.320085,109.2012752,114.7466525,109.6752391,115.1258236,110.0544102,115.2680128,110.2913921,115.3628055,110.3861849,115.4102019,110.4335813,115.4102019,110.2439957,115.17322,110.1018066,114.8888417,109.6752391,114.3674814,109.1064825,113.6565356,108.3481403,112.9929862,107.4950053,112.1398512,106.6892667,111.0497343,105.6939426,110.149203,104.7460149,109.1064825,103.7980871,108.063762,102.8501594,106.9262487,101.8074389,105.7887354,100.7647184,104.6512221,99.57980871,103.3715197,98.5370882,102.3287991,97.35217853,101.0017003,96.21466525,99.76939426,95.12454835,98.58448459,93.98703507,97.25738576,92.8021254,95.78809777,91.61721573,94.36620616,90.33751328,92.94431456,88.96301807,91.38023379,87.54112646,89.72136026,85.9770457,87.92029756,84.31817216,86.02444208,82.56450584,84.03379384,80.76344315,81.90095643,78.82019129,79.62592986,76.78214665,77.11392136,74.50712009,74.64930925,72.18469713,71.85292242,69.62529224,69.00913921,67.16068013,66.165356
